"Epoch","vital-frost-17 - _step","vital-frost-17 - _step__MIN","vital-frost-17 - _step__MAX","vital-frost-17 - Train accuracy","vital-frost-17 - Train accuracy__MIN","vital-frost-17 - Train accuracy__MAX"
"142","79249","79249","79249","0.8840167865707433","0.8840167865707433","0.8840167865707433"
"145","80923","80923","80923","0.8879936051159073","0.8879936051159073","0.8879936051159073"
"148","82597","82597","82597","0.891119104716227","0.891119104716227","0.891119104716227"
"150","83713","83713","83713","0.8920983213429259","0.8920983213429259","0.8920983213429259"
"151","84271","84271","84271","0.8948281374900081","0.8948281374900081","0.8948281374900081"
"152","84830","84830","84830","0.8940247801758593","0.8940247801758593","0.8940247801758593"
"153","85388","85388","85388","0.8972182254196643","0.8972182254196643","0.8972182254196643"
"154","85946","85946","85946","0.9005315747402078","0.9005315747402078","0.9005315747402078"
"155","86504","86504","86504","0.8973501199040768","0.8973501199040768","0.8973501199040768"
"156","87062","87062","87062","0.9014868105515589","0.9014868105515589","0.9014868105515589"
"158","88178","88178","88178","0.9037609912070346","0.9037609912070346","0.9037609912070346"
"159","88736","88736","88736","0.9054676258992806","0.9054676258992806","0.9054676258992806"
"160","89294","89294","89294","0.9058832933653078","0.9058832933653078","0.9058832933653078"
"161","89852","89852","89852","0.9048081534772183","0.9048081534772183","0.9048081534772183"
"162","90411","90411","90411","0.9081974420463631","0.9081974420463631","0.9081974420463631"
"165","92085","92085","92085","0.9091766586730616","0.9091766586730616","0.9091766586730616"
"166","92643","92643","92643","0.912262190247802","0.912262190247802","0.912262190247802"
"170","94875","94875","94875","0.9141566746602718","0.9141566746602718","0.9141566746602718"
"171","95433","95433","95433","0.9186410871302959","0.9186410871302959","0.9186410871302959"
"172","95992","95992","95992","0.919132693844924","0.919132693844924","0.919132693844924"
"174","97108","97108","97108","0.9196522781774581","0.9196522781774581","0.9196522781774581"
"177","98782","98782","98782","0.92224620303757","0.92224620303757","0.92224620303757"
"180","100456","100456","100456","0.9287370103916865","0.9287370103916865","0.9287370103916865"
"182","101573","101573","101573","0.9300719424460432","0.9300719424460432","0.9300719424460432"
"183","102131","102131","102131","0.9313549160671464","0.9313549160671464","0.9313549160671464"
"185","103247","103247","103247","0.9355955235811351","0.9355955235811351","0.9355955235811351"
"186","103805","103805","103805","0.9343804956035174","0.9343804956035174","0.9343804956035174"
"188","104921","104921","104921","0.9379816147082335","0.9379816147082335","0.9379816147082335"
"190","106037","106037","106037","0.9401998401278976","0.9401998401278976","0.9401998401278976"
"191","106595","106595","106595","0.9419864108713031","0.9419864108713031","0.9419864108713031"
"192","107154","107154","107154","0.9416786570743404","0.9416786570743404","0.9416786570743404"
"193","107712","107712","107712","0.9434012789768186","0.9434012789768186","0.9434012789768186"
"194","108270","108270","108270","0.9444364508393286","0.9444364508393286","0.9444364508393286"
"197","109944","109944","109944","0.9479696243005595","0.9479696243005595","0.9479696243005595"
"198","110502","110502","110502","0.9501838529176658","0.9501838529176658","0.9501838529176658"
"200","111618","111618","111618","0.9511151079136689","0.9511151079136689","0.9511151079136689"
"201","112176","112176","112176","0.9519304556354916","0.9519304556354916","0.9519304556354916"
"202","112735","112735","112735","0.952513988808953","0.952513988808953","0.952513988808953"
"205","114409","114409","114409","0.956802557953637","0.956802557953637","0.956802557953637"
"206","114967","114967","114967","0.959052757793765","0.959052757793765","0.959052757793765"
"207","115525","115525","115525","0.9603557154276579","0.9603557154276579","0.9603557154276579"
"208","116083","116083","116083","0.9609152677857712","0.9609152677857712","0.9609152677857712"
"209","116641","116641","116641","0.959748201438849","0.959748201438849","0.959748201438849"
"210","117199","117199","117199","0.9628936850519585","0.9628936850519585","0.9628936850519585"
"211","117757","117757","117757","0.9627498001598723","0.9627498001598723","0.9627498001598723"
"212","118316","118316","118316","0.962841726618705","0.962841726618705","0.962841726618705"
"214","119432","119432","119432","0.9656394884092726","0.9656394884092726","0.9656394884092726"
"217","121106","121106","121106","0.968812949640288","0.968812949640288","0.968812949640288"
"218","121664","121664","121664","0.9716067146282974","0.9716067146282974","0.9716067146282974"
"221","123338","123338","123338","0.9726898481215029","0.9726898481215029","0.9726898481215029"
"222","123897","123897","123897","0.9747881694644286","0.9747881694644286","0.9747881694644286"
"223","124455","124455","124455","0.974748201438849","0.974748201438849","0.974748201438849"
"224","125013","125013","125013","0.976898481215028","0.976898481215028","0.976898481215028"
"225","125571","125571","125571","0.9767386091127102","0.9767386091127102","0.9767386091127102"
"226","126129","126129","126129","0.9774660271782576","0.9774660271782576","0.9774660271782576"
"227","126687","126687","126687","0.9784412470023981","0.9784412470023981","0.9784412470023981"
"228","127245","127245","127245","0.9782973621103118","0.9782973621103118","0.9782973621103118"
"229","127803","127803","127803","0.9814228617106313","0.9814228617106313","0.9814228617106313"
"230","128361","128361","128361","0.9811990407673862","0.9811990407673862","0.9811990407673862"
"231","128919","128919","128919","0.9830135891286971","0.9830135891286971","0.9830135891286971"
"232","129478","129478","129478","0.9833133493205435","0.9833133493205435","0.9833133493205435"
"233","130036","130036","130036","0.9838968824940048","0.9838968824940048","0.9838968824940048"
"234","130594","130594","130594","0.9854116706634692","0.9854116706634692","0.9854116706634692"
"237","132268","132268","132268","0.9874380495603517","0.9874380495603517","0.9874380495603517"
"239","133384","133384","133384","0.9888689048760991","0.9888689048760991","0.9888689048760991"
"241","134500","134500","134500","0.9891286970423663","0.9891286970423663","0.9891286970423663"
"243","135617","135617","135617","0.9908872901678658","0.9908872901678658","0.9908872901678658"
"244","136175","136175","136175","0.9920343725019984","0.9920343725019984","0.9920343725019984"
"246","137291","137291","137291","0.992585931254996","0.992585931254996","0.992585931254996"
"247","137849","137849","137849","0.9931854516386892","0.9931854516386892","0.9931854516386892"
"248","138407","138407","138407","0.9941846522781774","0.9941846522781774","0.9941846522781774"
"249","138965","138965","138965","0.9939648281374901","0.9939648281374901","0.9939648281374901"
"250","139523","139523","139523","0.9944644284572342","0.9944644284572342","0.9944644284572342"
"252","140640","140640","140640","0.9946442845723421","0.9946442845723421","0.9946442845723421"
"253","141198","141198","141198","0.995263788968825","0.995263788968825","0.995263788968825"
"254","141756","141756","141756","0.996223021582734","0.996223021582734","0.996223021582734"
"255","142314","142314","142314","0.9960231814548359","0.9960231814548359","0.9960231814548359"
"256","142872","142872","142872","0.996802557953637","0.996802557953637","0.996802557953637"
"257","143430","143430","143430","0.9963229416466828","0.9963229416466828","0.9963229416466828"
"262","146221","146221","146221","0.9976818545163869","0.9976818545163869","0.9976818545163869"
"266","148453","148453","148453","0.9987609912070344","0.9987609912070344","0.9987609912070344"
"267","149011","149011","149011","0.9981614708233413","0.9981614708233413","0.9981614708233413"
"271","151243","151243","151243","0.9990407673860912","0.9990407673860912","0.9990407673860912"
"273","152360","152360","152360","0.9993605115907274","0.9993605115907274","0.9993605115907274"
"274","152918","152918","152918","0.9991606714628297","0.9991606714628297","0.9991606714628297"
"277","154592","154592","154592","0.9995403677058354","0.9995403677058354","0.9995403677058354"
"279","155708","155708","155708","0.9995803357314148","0.9995803357314148","0.9995803357314148"
"280","156266","156266","156266","0.999560351718625","0.999560351718625","0.999560351718625"
"282","157383","157383","157383","0.9995003996802557","0.9995003996802557","0.9995003996802557"
"285","159057","159057","159057","0.9995203836930456","0.9995203836930456","0.9995203836930456"
"286","159615","159615","159615","0.999480415667466","0.999480415667466","0.999480415667466"
"287","160173","160173","160173","0.9995003996802557","0.9995003996802557","0.9995003996802557"
"290","161847","161847","161847","0.9996402877697841","0.9996402877697841","0.9996402877697841"
"291","162405","162405","162405","0.9994604316546764","0.9994604316546764","0.9994604316546764"
"293","163522","163522","163522","0.9996203037569942","0.9996203037569942","0.9996203037569942"
"294","164080","164080","164080","0.9995003996802557","0.9995003996802557","0.9995003996802557"
"295","164638","164638","164638","0.9996402877697841","0.9996402877697841","0.9996402877697841"
"296","165196","165196","165196","0.9995003996802557","0.9995003996802557","0.9995003996802557"
"297","165754","165754","165754","0.9994404476418864","0.9994404476418864","0.9994404476418864"
"300","167428","167428","167428","0.9996003197442047","0.9996003197442047","0.9996003197442047"
"301","167986","167986","167986","0.9995203836930456","0.9995203836930456","0.9995203836930456"
